demographic,category,measure,label,value,r,theme
Time in current job [H02],3 years but less than 5 years,B05,I have a choice in deciding how I do my work,0.69,40862,MW
Time in current job [H02],5 years but less than 10 years,B05,I have a choice in deciding how I do my work,0.67,35530,MW
Time in current job [H02],10 years or more,B05,I have a choice in deciding how I do my work,0.59,57898,MW
Time in current job [H02],Less than 1 year,B06,I have a clear understanding of [my organisation's] objectives,0.82,72675,OP
Time in current job [H02],1 year but less than 3 years,B06,I have a clear understanding of [my organisation's] objectives,0.81,89541,OP
Time in current job [H02],3 years but less than 5 years,B06,I have a clear understanding of [my organisation's] objectives,0.79,40862,OP
Time in current job [H02],5 years but less than 10 years,B06,I have a clear understanding of [my organisation's] objectives,0.77,35530,OP
Time in current job [H02],10 years or more,B06,I have a clear understanding of [my organisation's] objectives,0.74,57898,OP
Time in current job [H02],Less than 1 year,B07,I understand how my work contributes to [my organisation's] objectives,0.84,72675,OP
Time in current job [H02],1 year but less than 3 years,B07,I understand how my work contributes to [my organisation's] objectives,0.83,89541,OP
Time in current job [H02],3 years but less than 5 years,B07,I understand how my work contributes to [my organisation's] objectives,0.81,40862,OP
Time in current job [H02],5 years but less than 10 years,B07,I understand how my work contributes to [my organisation's] objectives,0.79,35530,OP
Time in current job [H02],10 years or more,B07,I understand how my work contributes to [my organisation's] objectives,0.77,57898,OP
Time in current job [H02],Less than 1 year,B08,My manager motivates me to be more effective in my job,0.77,72675,LM
Time in current job [H02],1 year but less than 3 years,B08,My manager motivates me to be more effective in my job,0.72,89541,LM
Time in current job [H02],3 years but less than 5 years,B08,My manager motivates me to be more effective in my job,0.68,40862,LM
Time in current job [H02],5 years but less than 10 years,B08,My manager motivates me to be more effective in my job,0.67,35530,LM
Time in current job [H02],10 years or more,B08,My manager motivates me to be more effective in my job,0.64,57898,LM
Time in current job [H02],Less than 1 year,B09,My manager is considerate of my life outside work,0.86,72675,LM
Time in current job [H02],1 year but less than 3 years,B09,My manager is considerate of my life outside work,0.84,89541,LM
Time in current job [H02],3 years but less than 5 years,B09,My manager is considerate of my life outside work,0.82,40862,LM
Time in current job [H02],5 years but less than 10 years,B09,My manager is considerate of my life outside work,0.81,35530,LM
Time in current job [H02],10 years or more,B09,My manager is considerate of my life outside work,0.77,57898,LM
Time in current job [H02],Less than 1 year,B10,My manager is open to my ideas,0.84,72675,LM
Time in current job [H02],1 year but less than 3 years,B10,My manager is open to my ideas,0.82,89541,LM
Time in current job [H02],3 years but less than 5 years,B10,My manager is open to my ideas,0.79,40862,LM
Time in current job [H02],5 years but less than 10 years,B10,My manager is open to my ideas,0.78,35530,LM
Time in current job [H02],10 years or more,B10,My manager is open to my ideas,0.74,57898,LM
Time in current job [H02],Less than 1 year,B11,My manager helps me to understand how I contribute to [my organisation's] objectives,0.71,72675,LM
Time in current job [H02],1 year but less than 3 years,B11,My manager helps me to understand how I contribute to [my organisation's] objectives,0.67,89541,LM
Time in current job [H02],3 years but less than 5 years,B11,My manager helps me to understand how I contribute to [my organisation's] objectives,0.64,40862,LM
Time in current job [H02],5 years but less than 10 years,B11,My manager helps me to understand how I contribute to [my organisation's] objectives,0.62,35530,LM
Time in current job [H02],10 years or more,B11,My manager helps me to understand how I contribute to [my organisation's] objectives,0.61,57898,LM
Time in current job [H02],Less than 1 year,B12,"Overall, I have confidence in the decisions made by my manager",0.81,72675,LM
Time in current job [H02],1 year but less than 3 years,B12,"Overall, I have confidence in the decisions made by my manager",0.76,89541,LM
Time in current job [H02],3 years but less than 5 years,B12,"Overall, I have confidence in the decisions made by my manager",0.72,40862,LM
Time in current job [H02],5 years but less than 10 years,B12,"Overall, I have confidence in the decisions made by my manager",0.7,35530,LM
Time in current job [H02],10 years or more,B12,"Overall, I have confidence in the decisions made by my manager",0.67,57898,LM
Time in current job [H02],Less than 1 year,B13,My manager recognises when I have done my job well,0.82,72675,LM
Time in current job [H02],1 year but less than 3 years,B13,My manager recognises when I have done my job well,0.8,89541,LM
Time in current job [H02],3 years but less than 5 years,B13,My manager recognises when I have done my job well,0.77,40862,LM
Time in current job [H02],5 years but less than 10 years,B13,My manager recognises when I have done my job well,0.76,35530,LM
Time in current job [H02],10 years or more,B13,My manager recognises when I have done my job well,0.75,57898,LM
Time in current job [H02],Less than 1 year,B14,I receive regular feedback on my performance,0.7,72675,LM
Time in current job [H02],1 year but less than 3 years,B14,I receive regular feedback on my performance,0.69,89541,LM
Time in current job [H02],3 years but less than 5 years,B14,I receive regular feedback on my performance,0.67,40862,LM
Time in current job [H02],5 years but less than 10 years,B14,I receive regular feedback on my performance,0.67,35530,LM
Time in current job [H02],10 years or more,B14,I receive regular feedback on my performance,0.66,57898,LM
Time in current job [H02],Less than 1 year,B15,The feedback I receive helps me to improve my performance,0.69,72675,LM
Time in current job [H02],1 year but less than 3 years,B15,The feedback I receive helps me to improve my performance,0.66,89541,LM
Time in current job [H02],3 years but less than 5 years,B15,The feedback I receive helps me to improve my performance,0.62,40862,LM
Time in current job [H02],5 years but less than 10 years,B15,The feedback I receive helps me to improve my performance,0.6,35530,LM
Time in current job [H02],10 years or more,B15,The feedback I receive helps me to improve my performance,0.58,57898,LM
Time in current job [H02],Less than 1 year,B16,I think that my performance is evaluated fairly,0.7,72675,LM
Time in current job [H02],1 year but less than 3 years,B16,I think that my performance is evaluated fairly,0.68,89541,LM
Time in current job [H02],3 years but less than 5 years,B16,I think that my performance is evaluated fairly,0.65,40862,LM
Time in current job [H02],5 years but less than 10 years,B16,I think that my performance is evaluated fairly,0.63,35530,LM
Time in current job [H02],10 years or more,B16,I think that my performance is evaluated fairly,0.61,57898,LM
Time in current job [H02],Less than 1 year,B17,Poor performance is dealt with effectively in my team,0.43,72675,LM
Time in current job [H02],1 year but less than 3 years,B17,Poor performance is dealt with effectively in my team,0.44,89541,LM
Time in current job [H02],3 years but less than 5 years,B17,Poor performance is dealt with effectively in my team,0.43,40862,LM
Time in current job [H02],5 years but less than 10 years,B17,Poor performance is dealt with effectively in my team,0.41,35530,LM
Time in current job [H02],10 years or more,B17,Poor performance is dealt with effectively in my team,0.41,57898,LM
Time in current job [H02],Less than 1 year,B18,The people in my team can be relied upon to help when things get difficult in my job,0.88,72675,MT
Time in current job [H02],1 year but less than 3 years,B18,The people in my team can be relied upon to help when things get difficult in my job,0.86,89541,MT
Time in current job [H02],3 years but less than 5 years,B18,The people in my team can be relied upon to help when things get difficult in my job,0.84,40862,MT
Time in current job [H02],5 years but less than 10 years,B18,The people in my team can be relied upon to help when things get difficult in my job,0.84,35530,MT
Time in current job [H02],10 years or more,B18,The people in my team can be relied upon to help when things get difficult in my job,0.83,57898,MT
Time in current job [H02],Less than 1 year,B19,The people in my team work together to find ways to improve the service we provide,0.85,72675,MT
Time in current job [H02],1 year but less than 3 years,B19,The people in my team work together to find ways to improve the service we provide,0.83,89541,MT
Time in current job [H02],3 years but less than 5 years,B19,The people in my team work together to find ways to improve the service we provide,0.81,40862,MT
Time in current job [H02],5 years but less than 10 years,B19,The people in my team work together to find ways to improve the service we provide,0.8,35530,MT
Time in current job [H02],10 years or more,B19,The people in my team work together to find ways to improve the service we provide,0.79,57898,MT
Time in current job [H02],Less than 1 year,B20,The people in my team are encouraged to come up with new and better ways of doing things,0.79,72675,MT
Time in current job [H02],1 year but less than 3 years,B20,The people in my team are encouraged to come up with new and better ways of doing things,0.77,89541,MT
Time in current job [H02],3 years but less than 5 years,B20,The people in my team are encouraged to come up with new and better ways of doing things,0.74,40862,MT
Time in current job [H02],5 years but less than 10 years,B20,The people in my team are encouraged to come up with new and better ways of doing things,0.72,35530,MT
Time in current job [H02],10 years or more,B20,The people in my team are encouraged to come up with new and better ways of doing things,0.69,57898,MT
Time in current job [H02],Less than 1 year,B21,I am able to access the right learning and development opportunities when I need to,0.69,72675,LD
Time in current job [H02],1 year but less than 3 years,B21,I am able to access the right learning and development opportunities when I need to,0.64,89541,LD
Time in current job [H02],3 years but less than 5 years,B21,I am able to access the right learning and development opportunities when I need to,0.61,40862,LD
Time in current job [H02],5 years but less than 10 years,B21,I am able to access the right learning and development opportunities when I need to,0.59,35530,LD
Time in current job [H02],10 years or more,B21,I am able to access the right learning and development opportunities when I need to,0.58,57898,LD
Time in current job [H02],Less than 1 year,B22,Learning and development activities I have completed in the past 12 months have helped to improve my performance,0.6,72675,LD
Time in current job [H02],1 year but less than 3 years,B22,Learning and development activities I have completed in the past 12 months have helped to improve my performance,0.57,89541,LD
Time in current job [H02],3 years but less than 5 years,B22,Learning and development activities I have completed in the past 12 months have helped to improve my performance,0.5,40862,LD
Time in current job [H02],5 years but less than 10 years,B22,Learning and development activities I have completed in the past 12 months have helped to improve my performance,0.46,35530,LD
Time in current job [H02],10 years or more,B22,Learning and development activities I have completed in the past 12 months have helped to improve my performance,0.43,57898,LD
Time in current job [H02],Less than 1 year,B23,There are opportunities for me to develop my career in [my organisation],0.66,72675,LD
Time in current job [H02],1 year but less than 3 years,B23,There are opportunities for me to develop my career in [my organisation],0.57,89541,LD
Time in current job [H02],3 years but less than 5 years,B23,There are opportunities for me to develop my career in [my organisation],0.49,40862,LD
Time in current job [H02],5 years but less than 10 years,B23,There are opportunities for me to develop my career in [my organisation],0.44,35530,LD
Time in current job [H02],10 years or more,B23,There are opportunities for me to develop my career in [my organisation],0.41,57898,LD
Time in current job [H02],Less than 1 year,B24,Learning and development activities I have completed while working for [my organisation] are helping me to develop my career,0.57,72675,LD
Time in current job [H02],1 year but less than 3 years,B24,Learning and development activities I have completed while working for [my organisation] are helping me to develop my career,0.53,89541,LD
Time in current job [H02],3 years but less than 5 years,B24,Learning and development activities I have completed while working for [my organisation] are helping me to develop my career,0.44,40862,LD
Time in current job [H02],5 years but less than 10 years,B24,Learning and development activities I have completed while working for [my organisation] are helping me to develop my career,0.39,35530,LD
Time in current job [H02],10 years or more,B24,Learning and development activities I have completed while working for [my organisation] are helping me to develop my career,0.35,57898,LD
Time in current job [H02],Less than 1 year,B25,I am treated fairly at work,0.87,72675,IF
Time in current job [H02],1 year but less than 3 years,B25,I am treated fairly at work,0.81,89541,IF
Time in current job [H02],3 years but less than 5 years,B25,I am treated fairly at work,0.76,40862,IF
Time in current job [H02],5 years but less than 10 years,B25,I am treated fairly at work,0.74,35530,IF
Time in current job [H02],10 years or more,B25,I am treated fairly at work,0.72,57898,IF
Time in current job [H02],Less than 1 year,B26,I am treated with respect by the people I work with,0.9,72675,IF
Time in current job [H02],1 year but less than 3 years,B26,I am treated with respect by the people I work with,0.86,89541,IF
Time in current job [H02],3 years but less than 5 years,B26,I am treated with respect by the people I work with,0.83,40862,IF
Time in current job [H02],5 years but less than 10 years,B26,I am treated with respect by the people I work with,0.82,35530,IF
Time in current job [H02],10 years or more,B26,I am treated with respect by the people I work with,0.81,57898,IF
Time in current job [H02],Less than 1 year,B27,I feel valued for the work I do,0.75,72675,IF
Time in current job [H02],1 year but less than 3 years,B27,I feel valued for the work I do,0.66,89541,IF
Time in current job [H02],3 years but less than 5 years,B27,I feel valued for the work I do,0.61,40862,IF
Time in current job [H02],5 years but less than 10 years,B27,I feel valued for the work I do,0.6,35530,IF
Time in current job [H02],10 years or more,B27,I feel valued for the work I do,0.57,57898,IF
Time in current job [H02],Less than 1 year,B28,"I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc.)",0.82,72675,IF
Time in current job [H02],1 year but less than 3 years,B28,"I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc.)",0.77,89541,IF
Time in current job [H02],3 years but less than 5 years,B28,"I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc.)",0.73,40862,IF
Time in current job [H02],5 years but less than 10 years,B28,"I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc.)",0.71,35530,IF
Time in current job [H02],10 years or more,B28,"I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc.)",0.67,57898,IF
Time in current job [H02],Less than 1 year,B29,I get the information I need to do my job well,0.71,72675,RW
Time in current job [H02],1 year but less than 3 years,B29,I get the information I need to do my job well,0.68,89541,RW
Time in current job [H02],3 years but less than 5 years,B29,I get the information I need to do my job well,0.66,40862,RW
Time in current job [H02],5 years but less than 10 years,B29,I get the information I need to do my job well,0.65,35530,RW
Time in current job [H02],10 years or more,B29,I get the information I need to do my job well,0.62,57898,RW
Time in current job [H02],Less than 1 year,B30,I have clear work objectives,0.75,72675,RW
Time in current job [H02],1 year but less than 3 years,B30,I have clear work objectives,0.76,89541,RW
Time in current job [H02],3 years but less than 5 years,B30,I have clear work objectives,0.76,40862,RW
Time in current job [H02],5 years but less than 10 years,B30,I have clear work objectives,0.75,35530,RW
Time in current job [H02],10 years or more,B30,I have clear work objectives,0.74,57898,RW
Time in current job [H02],Less than 1 year,B31,I have the skills I need to do my job effectively,0.84,72675,RW
Time in current job [H02],1 year but less than 3 years,B31,I have the skills I need to do my job effectively,0.87,89541,RW
Time in current job [H02],3 years but less than 5 years,B31,I have the skills I need to do my job effectively,0.87,40862,RW
Time in current job [H02],5 years but less than 10 years,B31,I have the skills I need to do my job effectively,0.87,35530,RW
Time in current job [H02],10 years or more,B31,I have the skills I need to do my job effectively,0.84,57898,RW
Time in current job [H02],Less than 1 year,B32,I have the tools I need to do my job effectively,0.71,72675,RW
Time in current job [H02],1 year but less than 3 years,B32,I have the tools I need to do my job effectively,0.67,89541,RW
Time in current job [H02],3 years but less than 5 years,B32,I have the tools I need to do my job effectively,0.64,40862,RW
Time in current job [H02],5 years but less than 10 years,B32,I have the tools I need to do my job effectively,0.62,35530,RW
Time in current job [H02],10 years or more,B32,I have the tools I need to do my job effectively,0.6,57898,RW
Time in current job [H02],Less than 1 year,B33,I have an acceptable workload,0.68,72675,RW
Time in current job [H02],1 year but less than 3 years,B33,I have an acceptable workload,0.61,89541,RW
Time in current job [H02],3 years but less than 5 years,B33,I have an acceptable workload,0.6,40862,RW
Time in current job [H02],5 years but less than 10 years,B33,I have an acceptable workload,0.59,35530,RW
Time in current job [H02],10 years or more,B33,I have an acceptable workload,0.59,57898,RW
Time in current job [H02],Less than 1 year,B34,I achieve a good balance between my work life and my private life,0.74,72675,RW
Time in current job [H02],1 year but less than 3 years,B34,I achieve a good balance between my work life and my private life,0.69,89541,RW
Time in current job [H02],3 years but less than 5 years,B34,I achieve a good balance between my work life and my private life,0.67,40862,RW
Time in current job [H02],5 years but less than 10 years,B34,I achieve a good balance between my work life and my private life,0.67,35530,RW
Time in current job [H02],10 years or more,B34,I achieve a good balance between my work life and my private life,0.66,57898,RW
Time in current job [H02],Less than 1 year,B35,I feel that my pay adequately reflects my performance,0.4,72675,PB
Time in current job [H02],1 year but less than 3 years,B35,I feel that my pay adequately reflects my performance,0.31,89541,PB
Time in current job [H02],3 years but less than 5 years,B35,I feel that my pay adequately reflects my performance,0.25,40862,PB
Time in current job [H02],5 years but less than 10 years,B35,I feel that my pay adequately reflects my performance,0.24,35530,PB
Time in current job [H02],10 years or more,B35,I feel that my pay adequately reflects my performance,0.21,57898,PB
Time in current job [H02],Less than 1 year,B36,I am satisfied with the total benefits package,0.43,72675,PB
Time in current job [H02],1 year but less than 3 years,B36,I am satisfied with the total benefits package,0.36,89541,PB
Time in current job [H02],3 years but less than 5 years,B36,I am satisfied with the total benefits package,0.31,40862,PB
Time in current job [H02],5 years but less than 10 years,B36,I am satisfied with the total benefits package,0.29,35530,PB
Time in current job [H02],10 years or more,B36,I am satisfied with the total benefits package,0.26,57898,PB
Time in current job [H02],Less than 1 year,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.35,72675,PB
Time in current job [H02],1 year but less than 3 years,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.27,89541,PB
Time in current job [H02],3 years but less than 5 years,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.23,40862,PB
Time in current job [H02],5 years but less than 10 years,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.21,35530,PB
Time in current job [H02],10 years or more,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.19,57898,PB
Time in current job [H02],Less than 1 year,B38,[Senior managers] in [my organisation] are sufficiently visible,0.65,72675,LC
Time in current job [H02],1 year but less than 3 years,B38,[Senior managers] in [my organisation] are sufficiently visible,0.58,89541,LC
Time in current job [H02],3 years but less than 5 years,B38,[Senior managers] in [my organisation] are sufficiently visible,0.52,40862,LC
Time in current job [H02],5 years but less than 10 years,B38,[Senior managers] in [my organisation] are sufficiently visible,0.48,35530,LC
Time in current job [H02],10 years or more,B38,[Senior managers] in [my organisation] are sufficiently visible,0.44,57898,LC
Time in current job [H02],Less than 1 year,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.6,72675,LC
Time in current job [H02],1 year but less than 3 years,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.52,89541,LC
Time in current job [H02],3 years but less than 5 years,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.46,40862,LC
Time in current job [H02],5 years but less than 10 years,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.43,35530,LC
Time in current job [H02],10 years or more,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.4,57898,LC
Time in current job [H02],Less than 1 year,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.5,72675,LC
Time in current job [H02],1 year but less than 3 years,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.44,89541,LC
Time in current job [H02],3 years but less than 5 years,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.41,40862,LC
Time in current job [H02],5 years but less than 10 years,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.4,35530,LC
Time in current job [H02],10 years or more,B40,I believe that [the Executive Team has] a clear vision for the future of [my organisation],0.37,57898,LC
Time in current job [H02],Less than 1 year,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.55,72675,LC
Time in current job [H02],1 year but less than 3 years,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.45,89541,LC
Time in current job [H02],3 years but less than 5 years,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.38,40862,LC
Time in current job [H02],5 years but less than 10 years,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.35,35530,LC
Time in current job [H02],10 years or more,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.31,57898,LC
Time in current job [H02],Less than 1 year,B42,I feel that change is managed well in [my organisation],0.38,72675,LC
Time in current job [H02],1 year but less than 3 years,B42,I feel that change is managed well in [my organisation],0.33,89541,LC
Time in current job [H02],3 years but less than 5 years,B42,I feel that change is managed well in [my organisation],0.3,40862,LC
Time in current job [H02],5 years but less than 10 years,B42,I feel that change is managed well in [my organisation],0.28,35530,LC
Time in current job [H02],10 years or more,B42,I feel that change is managed well in [my organisation],0.27,57898,LC
Time in current job [H02],Less than 1 year,B43,When changes are made in [my organisation] they are usually for the better,0.38,72675,LC
Time in current job [H02],1 year but less than 3 years,B43,When changes are made in [my organisation] they are usually for the better,0.33,89541,LC
Time in current job [H02],3 years but less than 5 years,B43,When changes are made in [my organisation] they are usually for the better,0.28,40862,LC
Time in current job [H02],5 years but less than 10 years,B43,When changes are made in [my organisation] they are usually for the better,0.25,35530,LC
Time in current job [H02],10 years or more,B43,When changes are made in [my organisation] they are usually for the better,0.22,57898,LC
Time in current job [H02],Less than 1 year,B44,[My organisation] keeps me informed about matters that affect me,0.64,72675,LC
Time in current job [H02],1 year but less than 3 years,B44,[My organisation] keeps me informed about matters that affect me,0.57,89541,LC
Time in current job [H02],3 years but less than 5 years,B44,[My organisation] keeps me informed about matters that affect me,0.52,40862,LC
Time in current job [H02],5 years but less than 10 years,B44,[My organisation] keeps me informed about matters that affect me,0.49,35530,LC
Time in current job [H02],10 years or more,B44,[My organisation] keeps me informed about matters that affect me,0.46,57898,LC
Time in current job [H02],Less than 1 year,B45,I have the opportunity to contribute my views before decisions are made that affect me,0.42,72675,LC
Time in current job [H02],1 year but less than 3 years,B45,I have the opportunity to contribute my views before decisions are made that affect me,0.37,89541,LC
Time in current job [H02],3 years but less than 5 years,B45,I have the opportunity to contribute my views before decisions are made that affect me,0.33,40862,LC
Time in current job [H02],5 years but less than 10 years,B45,I have the opportunity to contribute my views before decisions are made that affect me,0.31,35530,LC
Time in current job [H02],10 years or more,B45,I have the opportunity to contribute my views before decisions are made that affect me,0.28,57898,LC
Time in current job [H02],Less than 1 year,B46,I think it is safe to challenge the way things are done in [my organisation],0.52,72675,LC
Time in current job [H02],1 year but less than 3 years,B46,I think it is safe to challenge the way things are done in [my organisation],0.47,89541,LC
Time in current job [H02],3 years but less than 5 years,B46,I think it is safe to challenge the way things are done in [my organisation],0.41,40862,LC
Time in current job [H02],5 years but less than 10 years,B46,I think it is safe to challenge the way things are done in [my organisation],0.38,35530,LC
Time in current job [H02],10 years or more,B46,I think it is safe to challenge the way things are done in [my organisation],0.34,57898,LC
Time in current job [H02],Less than 1 year,B47,I am proud when I tell others I am part of [my organisation],0.69,72675,EE
Time in current job [H02],1 year but less than 3 years,B47,I am proud when I tell others I am part of [my organisation],0.6,89541,EE
Time in current job [H02],3 years but less than 5 years,B47,I am proud when I tell others I am part of [my organisation],0.53,40862,EE
Time in current job [H02],5 years but less than 10 years,B47,I am proud when I tell others I am part of [my organisation],0.49,35530,EE
Time in current job [H02],10 years or more,B47,I am proud when I tell others I am part of [my organisation],0.45,57898,EE
Time in current job [H02],Less than 1 year,B48,I would recommend [my organisation] as a great place to work,0.65,72675,EE
Time in current job [H02],1 year but less than 3 years,B48,I would recommend [my organisation] as a great place to work,0.55,89541,EE
Time in current job [H02],3 years but less than 5 years,B48,I would recommend [my organisation] as a great place to work,0.46,40862,EE
Time in current job [H02],5 years but less than 10 years,B48,I would recommend [my organisation] as a great place to work,0.42,35530,EE
Time in current job [H02],10 years or more,B48,I would recommend [my organisation] as a great place to work,0.37,57898,EE
Time in current job [H02],Less than 1 year,B49,I feel a strong personal attachment to [my organisation],0.52,72675,EE
Time in current job [H02],1 year but less than 3 years,B49,I feel a strong personal attachment to [my organisation],0.5,89541,EE
Time in current job [H02],3 years but less than 5 years,B49,I feel a strong personal attachment to [my organisation],0.49,40862,EE
Time in current job [H02],5 years but less than 10 years,B49,I feel a strong personal attachment to [my organisation],0.47,35530,EE
Time in current job [H02],10 years or more,B49,I feel a strong personal attachment to [my organisation],0.46,57898,EE
Time in current job [H02],Less than 1 year,B50,[My organisation] inspires me to do the best in my job,0.57,72675,EE
Time in current job [H02],1 year but less than 3 years,B50,[My organisation] inspires me to do the best in my job,0.48,89541,EE
Time in current job [H02],3 years but less than 5 years,B50,[My organisation] inspires me to do the best in my job,0.43,40862,EE
Time in current job [H02],5 years but less than 10 years,B50,[My organisation] inspires me to do the best in my job,0.4,35530,EE
Time in current job [H02],10 years or more,B50,[My organisation] inspires me to do the best in my job,0.38,57898,EE
Time in current job [H02],Less than 1 year,B51,[My organisation] motivates me to help it achieve its objectives,0.55,72675,EE
Time in current job [H02],1 year but less than 3 years,B51,[My organisation] motivates me to help it achieve its objectives,0.46,89541,EE
Time in current job [H02],3 years but less than 5 years,B51,[My organisation] motivates me to help it achieve its objectives,0.41,40862,EE
Time in current job [H02],5 years but less than 10 years,B51,[My organisation] motivates me to help it achieve its objectives,0.38,35530,EE
Time in current job [H02],10 years or more,B51,[My organisation] motivates me to help it achieve its objectives,0.35,57898,EE
Time in current job [H02],Less than 1 year,B52,I believe that [senior managers] in [my organisation] will take action on the results from this survey,0.52,72675,TA
Time in current job [H02],1 year but less than 3 years,B52,I believe that [senior managers] in [my organisation] will take action on the results from this survey,0.45,89541,TA
Time in current job [H02],3 years but less than 5 years,B52,I believe that [senior managers] in [my organisation] will take action on the results from this survey,0.41,40862,TA
Time in current job [H02],5 years but less than 10 years,B52,I believe that [senior managers] in [my organisation] will take action on the results from this survey,0.39,35530,TA
Time in current job [H02],10 years or more,B52,I believe that [senior managers] in [my organisation] will take action on the results from this survey,0.34,57898,TA
Time in current job [H02],Less than 1 year,B53,"Where I work, I think effective action has been taken on the results of the last survey",0.34,72675,TA
Time in current job [H02],1 year but less than 3 years,B53,"Where I work, I think effective action has been taken on the results of the last survey",0.41,89541,TA
Time in current job [H02],3 years but less than 5 years,B53,"Where I work, I think effective action has been taken on the results of the last survey",0.39,40862,TA
Time in current job [H02],5 years but less than 10 years,B53,"Where I work, I think effective action has been taken on the results of the last survey",0.38,35530,TA
Time in current job [H02],10 years or more,B53,"Where I work, I think effective action has been taken on the results of the last survey",0.33,57898,TA
Time in current job [H02],Less than 1 year,B54,I am trusted to carry out my job effectively,0.91,72675,OC
Time in current job [H02],1 year but less than 3 years,B54,I am trusted to carry out my job effectively,0.89,89541,OC
Time in current job [H02],3 years but less than 5 years,B54,I am trusted to carry out my job effectively,0.88,40862,OC
Time in current job [H02],5 years but less than 10 years,B54,I am trusted to carry out my job effectively,0.87,35530,OC
Time in current job [H02],10 years or more,B54,I am trusted to carry out my job effectively,0.85,57898,OC
Time in current job [H02],Less than 1 year,B55,"I believe I would be supported if I try a new idea, even if it may not work",0.75,72675,OC
Time in current job [H02],1 year but less than 3 years,B55,"I believe I would be supported if I try a new idea, even if it may not work",0.71,89541,OC
Time in current job [H02],3 years but less than 5 years,B55,"I believe I would be supported if I try a new idea, even if it may not work",0.67,40862,OC
Time in current job [H02],5 years but less than 10 years,B55,"I believe I would be supported if I try a new idea, even if it may not work",0.65,35530,OC
Time in current job [H02],10 years or more,B55,"I believe I would be supported if I try a new idea, even if it may not work",0.6,57898,OC
Time in current job [H02],Less than 1 year,B56,"In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",0.73,72675,OC
Time in current job [H02],1 year but less than 3 years,B56,"In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",0.69,89541,OC
Time in current job [H02],3 years but less than 5 years,B56,"In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",0.63,40862,OC
Time in current job [H02],5 years but less than 10 years,B56,"In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",0.6,35530,OC
Time in current job [H02],10 years or more,B56,"In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",0.57,57898,OC
Time in current job [H02],Less than 1 year,B57,I feel able to challenge inappropriate behaviour in the workplace,0.71,72675,OC
Time in current job [H02],1 year but less than 3 years,B57,I feel able to challenge inappropriate behaviour in the workplace,0.68,89541,OC
Time in current job [H02],3 years but less than 5 years,B57,I feel able to challenge inappropriate behaviour in the workplace,0.65,40862,OC
Time in current job [H02],5 years but less than 10 years,B57,I feel able to challenge inappropriate behaviour in the workplace,0.62,35530,OC
Time in current job [H02],10 years or more,B57,I feel able to challenge inappropriate behaviour in the workplace,0.6,57898,OC
Time in current job [H02],Less than 1 year,B58,My organisation is committed to creating a diverse and inclusive workplace,0.81,72675,OC
Time in current job [H02],1 year but less than 3 years,B58,My organisation is committed to creating a diverse and inclusive workplace,0.77,89541,OC
Time in current job [H02],3 years but less than 5 years,B58,My organisation is committed to creating a diverse and inclusive workplace,0.73,40862,OC
Time in current job [H02],5 years but less than 10 years,B58,My organisation is committed to creating a diverse and inclusive workplace,0.71,35530,OC
Time in current job [H02],10 years or more,B58,My organisation is committed to creating a diverse and inclusive workplace,0.68,57898,OC
Time in current job [H02],Less than 1 year,B61,I am aware of the Civil Service vision for 'A Brilliant Civil Service',0.55,72675,VL
Time in current job [H02],1 year but less than 3 years,B61,I am aware of the Civil Service vision for 'A Brilliant Civil Service',0.56,89541,VL
Time in current job [H02],3 years but less than 5 years,B61,I am aware of the Civil Service vision for 'A Brilliant Civil Service',0.53,40862,VL
